investment_amount,annual_turnover,years_in_business,number_of_employees,udyam_registered,gst_registered,gender,social_category,minority_status,disability_status,age,rural_urban,state,north_east_region,aspirational_district,exporter,startup_dpiit,green_business,women_owned,investment_turnover_ratio,turnover_per_employee,compliance_score,msme_category,mudra,standup_india,cgtmse,startup_seed,clcss,export_scheme,neids,aspirational_scheme
482443470,2175413585,13,27,0,1,1,1,0,0,23,0,4,1,0,0,0,0,1,0.22177091892079412,77693342.32142857,1,2,0,1,0,0,0,0,1,0
328249882,1103801707,1,111,1,0,0,2,0,0,27,1,14,0,0,0,0,0,1,0.29738120499447535,9855372.38392857,1,2,0,1,1,0,0,0,0,0
11198252,90005666,9,233,0,1,0,1,0,0,45,0,2,0,0,1,0,0,1,0.12441718808661237,384639.5982905983,1,1,0,1,0,0,0,1,0,0
436519446,1027655897,20,64,1,1,0,3,0,0,35,0,24,0,0,0,0,0,0,0.42477199503213475,15810090.723076923,2,2,0,1,1,0,0,0,0,0
55871029,958364344,23,97,0,1,1,1,1,0,24,0,17,1,0,0,0,0,0,0.0582983176403542,9779228.0,1,2,0,1,0,0,0,0,1,0
297263893,1783529510,15,267,1,1,1,3,0,0,22,1,5,0,0,0,0,0,0,0.16667169854303576,6654960.858208955,2,2,0,1,1,0,0,0,0,0
65276852,242933040,15,232,1,1,0,1,0,0,26,0,5,0,1,0,1,0,0,0.26870306209191197,1042631.0729613734,2,1,0,1,1,0,0,0,0,1
39641461,444277883,18,48,1,1,0,3,0,0,55,0,4,0,0,1,0,0,0,0.08922672594704265,9066895.57142857,2,1,0,1,1,0,0,1,0,0
401845115,2066887377,10,210,0,0,0,2,0,0,54,0,12,0,0,0,0,0,0,0.19442042139172616,9795674.77251185,0,2,0,1,0,0,0,0,0,0
442824232,1853513248,5,76,1,1,1,3,0,0,41,1,23,0,0,0,1,0,0,0.2389107454391873,24071600.623376623,2,2,0,1,1,1,0,0,0,0
187978425,1973747224,5,247,0,1,0,2,0,0,42,1,21,0,0,1,0,0,0,0.09523936126116656,7958658.161290322,1,2,0,1,0,0,0,1,0,0
373954728,987691895,6,68,0,1,0,1,0,0,61,0,2,1,0,0,0,1,0,0.3786147578151233,14314375.289855072,1,2,0,1,0,0,0,0,1,0
92896686,1557167454,15,64,0,1,1,1,0,0,49,0,4,0,1,1,0,1,0,0.05965747980521466,23956422.36923077,1,2,0,1,0,0,0,1,0,1
476759721,2216170660,12,182,0,0,1,1,0,0,34,0,2,1,1,0,0,0,0,0.21512771078057333,12110222.18579235,0,2,0,1,0,0,0,0,1,1
213875319,1088947387,2,80,1,0,0,1,0,0,62,0,1,0,0,1,0,0,0,0.19640555765766712,13443794.901234567,1,2,0,1,1,0,0,1,0,0
154841113,302428714,23,203,1,1,0,2,0,0,27,0,14,0,0,0,0,0,0,0.5119921003533014,1482493.6960784313,2,2,0,1,1,0,0,0,0,0
475864344,2434613674,23,182,0,1,1,0,1,0,25,0,11,0,0,0,0,0,0,0.19545784568880317,13303899.857923497,1,2,0,0,0,0,0,0,0,0
386051356,1522439455,8,214,1,1,0,0,0,0,35,1,0,0,0,0,0,1,0,0.2535741927066819,7081113.7441860465,2,2,0,0,1,0,0,0,0,0
132776265,1637213392,23,120,1,0,0,3,0,0,34,1,24,0,0,1,0,1,0,0.08109893650253079,13530689.190082645,1,2,0,1,1,0,0,1,0,0
107573479,2323718177,2,241,1,1,0,1,0,0,57,1,9,0,0,1,0,0,1,0.046293685705289515,9602141.227272727,2,2,0,1,1,0,0,1,0,0
85761847,1769092070,5,202,1,1,1,1,0,0,55,0,23,0,1,0,0,1,0,0.04847788784193811,8714739.261083744,2,2,0,1,1,0,0,0,0,1
444291439,2391347061,24,292,1,1,1,0,0,0,48,0,1,1,0,1,0,0,0,0.18579128310568915,8161594.064846416,2,2,0,0,1,0,0,1,1,0
243354320,1939974708,16,54,0,0,1,0,0,0,57,0,7,1,0,1,0,0,0,0.12544200647102355,35272267.41818182,0,2,0,0,0,0,0,1,1,0
480580409,791418442,2,145,1,1,0,1,0,0,46,0,4,0,1,0,0,1,1,0.6072393349569691,5420674.2602739725,2,2,0,1,1,0,0,0,0,1
24345082,1443077756,1,86,0,0,0,1,0,0,26,0,17,0,0,0,0,0,0,0.016870249632709153,16587100.64367816,0,2,0,1,0,0,0,0,0,0
131206084,1876499563,11,22,1,1,0,0,0,0,28,0,24,0,0,0,0,0,0,0.06992065786592423,81586937.52173913,2,2,0,0,1,0,0,0,0,0
223698147,2408364472,23,292,1,1,0,2,0,0,30,1,1,0,0,0,0,0,0,0.0928838427521514,8219673.965870307,2,2,0,1,1,0,0,0,0,0
106641105,1685468291,5,236,1,1,0,1,0,0,42,0,20,0,0,0,0,0,0,0.06327090548434951,7111680.552742616,2,2,0,1,1,0,0,0,0,0
459481399,408464728,9,29,0,1,1,0,0,0,30,1,17,0,1,0,0,0,0,1.124898593141441,13615490.933333334,1,2,0,0,0,0,0,0,0,1
311976114,1740585711,10,183,0,1,0,2,0,0,39,0,12,0,0,0,0,0,0,0.1792362834241167,9459704.951086957,1,2,0,1,0,0,0,0,0,0
434640131,861208031,15,160,0,1,0,0,0,0,52,0,8,1,1,0,0,0,0,0.5046865738010209,5349118.204968944,1,2,0,0,0,0,0,0,1,1
209429211,539322259,15,18,1,1,0,1,0,0,34,0,22,0,0,0,0,0,0,0.38831924163486226,28385382.05263158,2,2,0,1,1,0,0,0,0,0
199492422,1776021937,23,38,0,1,0,3,0,1,44,0,5,0,1,0,0,0,0,0.11232542669188583,45539024.025641024,1,2,0,1,0,0,0,0,0,1
182850409,885833923,17,101,1,0,0,0,0,0,38,1,22,0,0,0,1,1,0,0.20641612840286752,8684646.30392157,1,2,0,0,1,0,0,0,0,0
255779320,153814837,21,290,0,0,0,3,0,0,47,0,22,0,0,1,0,0,0,1.6629040691119799,528573.323024055,0,2,0,1,0,0,0,1,0,0
410421041,2268916020,22,173,1,1,0,3,0,0,38,1,15,0,0,0,0,0,0,0.1808885993140951,13039747.24137931,2,2,0,1,1,0,0,0,0,0
71637554,680034302,23,67,1,1,0,1,0,0,24,0,23,0,1,1,0,0,1,0.10534402997608784,10000504.44117647,2,2,0,1,1,0,0,1,0,1
106202729,1957248320,8,191,0,1,0,2,0,0,49,1,14,0,0,0,0,0,0,0.05426124414593379,10194001.666666666,1,2,0,1,0,0,0,0,0,0
329814656,891274434,20,43,1,1,0,3,0,0,51,0,23,0,0,0,0,0,0,0.37004837460641404,20256237.136363637,2,2,0,1,1,0,0,0,0,0
210316374,1645470416,18,123,0,0,0,2,1,0,23,0,19,0,0,0,0,0,0,0.12781534801667602,13269922.709677419,0,2,0,1,0,0,0,0,0,0
372080529,2023489213,1,278,1,1,0,1,0,0,37,0,14,0,0,0,0,0,0,0.18388065843181708,7252649.508960574,2,2,0,1,1,0,0,0,0,0
120289508,1766071208,23,196,1,0,0,1,0,0,23,0,8,0,1,1,0,0,0,0.06811135779066993,8964828.467005076,1,2,0,1,1,0,0,1,0,1
184844622,2441112189,0,125,1,0,1,1,0,0,27,0,5,0,0,1,0,1,0,0.07572147759419447,19373906.26190476,1,2,0,0,1,0,0,1,0,0
473558224,1016251490,15,96,1,1,0,2,0,0,51,0,15,0,0,0,0,0,0,0.4659852686011951,10476819.484536082,2,2,0,1,1,0,0,0,0,0
480594050,1887871545,21,157,1,1,0,0,1,0,47,1,10,0,0,0,0,0,0,0.25456925341042247,11948554.08227848,2,2,0,0,1,0,0,0,0,0
484559745,288996322,17,40,1,1,0,3,0,0,58,1,20,0,0,0,0,0,1,1.676698651283532,7048690.780487805,2,2,0,1,1,0,0,0,0,0
420542784,566035306,2,173,1,1,0,1,1,0,23,1,25,1,1,1,0,0,0,0.7429621064256333,3253076.471264368,2,2,0,1,1,0,0,1,1,1
394119446,1996026049,23,173,1,1,0,3,0,0,33,1,25,0,0,0,0,0,0,0.1974520552975749,11471414.074712643,2,2,0,1,1,0,0,0,0,0
151961908,981477951,0,120,0,0,0,2,0,0,38,1,12,0,0,0,0,0,0,0.15482967059050146,8111388.024793388,0,2,0,0,0,0,0,0,0,0
411190896,2121963983,5,273,1,1,0,2,1,0,42,0,2,1,0,0,0,1,0,0.19377845199091748,7744394.098540146,2,2,0,1,1,0,0,0,1,0
229648693,143322065,18,261,1,1,1,3,0,1,32,1,12,0,0,0,0,0,1,1.6023261414610086,547030.7824427481,2,2,0,1,1,0,0,0,0,0
101626959,508989126,21,281,0,1,1,0,0,0,59,1,25,0,0,0,0,0,0,0.19966430245571828,1804925.9787234042,1,2,0,0,0,0,0,0,0,0
267555268,58782691,18,124,1,1,1,1,0,0,39,1,15,0,0,0,0,0,0,4.5515994401889595,470261.528,2,2,0,1,1,0,0,0,0,0
72992046,508561896,10,278,1,0,0,0,0,0,50,0,3,0,0,0,0,0,0,0.14352637590542888,1822802.494623656,1,2,0,0,1,0,0,0,0,0
452128834,1302518045,7,93,0,1,0,3,0,0,64,1,2,0,0,1,0,0,0,0.34711905557736894,13856574.946808511,1,2,0,1,0,0,0,1,0,0
460065403,1074296006,4,35,1,1,1,1,1,0,51,0,25,0,0,1,0,0,0,0.42824826677401956,29841555.722222224,2,2,0,1,1,0,0,1,0,0
348791910,1270448743,19,128,1,1,0,1,0,0,37,1,15,0,0,1,0,1,1,0.27454229196357094,9848439.868217055,2,2,0,1,1,0,0,1,0,0
200663871,2200513298,8,20,0,1,0,3,0,0,48,0,6,1,0,0,0,0,1,0.0911895743103164,104786347.52380952,1,2,0,1,0,0,0,0,1,0
55766186,2129017386,14,261,1,0,1,1,0,0,61,1,22,0,0,0,0,0,1,0.026193391533819353,8126020.557251909,1,2,0,1,1,0,0,0,0,0
459434281,581056484,20,167,1,1,0,0,0,0,24,0,8,0,0,0,0,1,0,0.7906878123905631,3458669.5476190476,2,2,0,0,1,0,0,0,0,0
29665896,1808891905,13,236,0,0,0,2,0,0,25,1,22,0,0,0,0,0,0,0.016400038002049637,7632455.295358649,0,2,0,1,0,0,0,0,0,0
68415725,2452590121,3,32,1,1,0,2,0,0,55,1,18,1,0,1,0,0,0,0.027895295013342633,74320912.75757575,2,2,0,1,1,0,0,1,1,0
30231276,1763381935,23,231,1,1,1,3,0,1,27,1,12,0,0,0,0,0,0,0.01714391838932845,7600784.202586207,2,2,0,1,1,0,0,0,0,0
405872796,1752042486,23,191,1,1,1,2,0,0,36,0,22,0,0,0,0,0,0,0.23165693698157447,9125221.28125,2,2,0,1,1,0,0,0,0,0
251160664,993835148,7,145,0,0,1,2,0,0,46,0,0,0,0,1,0,0,0,0.2527186367404279,6807090.05479452,0,2,0,1,0,0,0,1,0,0
72145464,585909416,19,101,0,0,0,3,0,0,40,1,5,0,1,0,0,0,1,0.12313416017343172,5744209.960784313,0,2,0,1,0,0,0,0,0,1
484510113,844970922,16,79,1,1,1,3,1,0,24,0,7,0,0,0,0,1,1,0.5734044803338162,10562136.525,2,2,0,1,1,0,0,0,0,0
105499615,1758512950,1,160,1,1,1,1,0,0,52,0,5,1,0,0,0,0,1,0.05999365255741014,10922440.683229813,2,2,0,1,1,0,0,0,1,0
49233346,237850809,19,255,1,1,1,3,0,0,29,0,27,0,0,0,0,1,0,0.20699255133921973,929104.72265625,2,1,0,1,1,0,1,0,0,0
416913318,1245228062,15,279,1,1,0,0,0,0,23,0,27,0,0,0,0,0,0,0.3348088036143143,4447243.078571429,2,2,0,0,1,0,0,0,0,0
301368564,851165071,9,188,1,0,1,3,0,0,52,1,15,0,0,0,0,0,0,0.35406594315702844,4503518.894179895,1,2,0,1,1,0,0,0,0,0
218461489,62541865,1,210,1,0,0,1,0,0,22,0,20,0,0,0,0,0,0,3.493043987526691,296406.94312796206,1,2,0,1,1,0,0,0,0,0
126023138,39717564,10,241,0,1,1,1,0,0,48,0,22,0,0,0,0,0,0,3.1729824826874458,164122.1652892562,1,2,0,1,0,0,0,0,0,0
290942153,2469114871,9,56,1,1,1,3,0,0,25,1,5,0,0,1,0,0,0,0.11783257081284956,43317804.75438596,2,2,0,1,1,0,0,1,0,0
228590613,1727956984,18,137,1,1,1,0,0,0,34,1,6,0,1,0,0,0,0,0.13228952745024494,12521427.420289855,2,2,0,0,1,0,0,0,0,1
304144668,1359022021,24,106,0,1,1,1,0,0,30,1,6,0,0,0,0,0,1,0.2237967178430314,12701140.383177571,1,2,0,1,0,0,0,0,0,0
397804358,1609306139,24,69,1,1,0,0,0,0,64,1,8,0,0,1,0,1,0,0.24718998338004228,22990087.7,2,2,0,0,1,0,0,1,0,0
427521608,785901227,13,190,0,0,0,1,0,0,52,0,25,1,0,0,0,1,0,0.54398898076286,4114666.109947644,0,2,0,1,0,0,0,0,1,0
289736080,832208393,10,192,1,1,0,2,0,0,58,0,14,0,0,0,1,1,0,0.3481532775791733,4311960.585492228,2,2,0,1,1,0,0,0,0,0
68051050,1847273649,8,278,1,0,0,1,0,0,48,0,18,0,0,0,0,1,0,0.036838640555501886,6621052.505376345,1,2,0,1,1,0,0,0,0,0
499415686,1485522385,6,32,1,1,1,1,0,0,21,0,26,0,0,0,0,0,0,0.3361885964874312,45015829.84848485,2,2,0,1,1,0,0,0,0,0
391328695,1537116094,14,175,0,1,0,1,0,0,23,0,8,0,1,0,0,0,1,0.2545862972048315,8733614.170454545,1,2,0,1,0,0,0,0,0,1
14678363,1279044360,19,258,1,1,0,1,0,0,59,0,12,0,1,1,0,0,0,0.011476039023794266,4938395.212355212,2,2,0,1,1,0,0,1,0,1
295194573,36498886,16,123,0,1,0,1,0,0,45,1,20,0,0,0,0,1,0,8.087769169509196,294345.8548387097,1,2,0,1,0,0,0,0,0,0
447247538,137615146,2,85,1,1,0,3,0,0,50,1,9,0,0,1,1,0,0,3.2499877211917667,1600176.1162790698,2,2,0,1,1,1,0,1,0,0
443423971,1412274791,14,216,1,1,1,3,0,0,56,0,27,0,0,0,0,0,0,0.31397853555967176,6508178.760368664,2,2,0,1,1,0,0,0,0,0
426756985,2300249089,13,216,0,1,1,0,1,0,58,1,3,0,1,0,0,0,0,0.18552642270581227,10600226.216589862,1,2,0,0,0,0,0,0,0,1
374737669,2334925229,7,14,0,0,1,2,0,0,50,0,7,0,0,0,0,0,0,0.16049236360343752,155661681.93333334,0,2,0,1,0,0,0,0,0,0
336769225,66546204,3,37,1,1,0,3,1,0,35,0,0,1,0,1,0,1,0,5.060682648995536,1751215.894736842,2,2,0,1,1,0,0,1,1,0
131203007,1871664815,9,27,1,0,0,2,0,0,51,1,14,1,0,0,0,0,0,0.07009962781712087,66845171.96428572,1,2,0,1,1,0,0,0,1,0
103869254,1662567155,1,152,1,0,1,0,0,0,63,1,24,0,0,1,0,1,0,0.06247522310611554,10866451.993464053,1,2,0,0,1,0,0,1,0,0
97263884,963446997,13,64,0,1,0,0,0,0,45,0,19,0,0,0,0,0,0,0.10095405787958042,14822261.492307693,1,2,0,0,0,0,0,0,0,0
341203597,1669363000,7,70,1,1,1,1,0,0,43,0,6,0,0,1,0,0,1,0.20439149351914981,23512154.929577466,2,2,0,1,1,0,0,1,0,0
64075459,192478771,22,154,0,0,1,3,0,0,46,0,5,0,0,0,0,0,0,0.33289623751340225,1241798.522580645,0,1,0,1,0,0,0,0,0,0
367999367,1786861765,9,253,1,1,0,1,0,0,42,0,17,0,0,0,0,0,0,0.20594730605478745,7034888.838582677,2,2,0,1,1,0,0,0,0,0
87244164,232332773,24,271,1,1,0,1,0,0,36,1,15,0,0,1,0,0,1,0.37551380503897397,854164.6066176471,2,1,0,1,1,0,0,1,0,0
82524160,1963989706,17,29,1,1,0,0,0,1,37,0,1,0,0,0,0,0,0,0.04201863161801184,65466323.53333333,2,2,0,0,1,0,0,0,0,0
411346243,403161881,14,74,0,1,1,1,0,0,47,1,24,0,0,0,0,0,0,1.0203004335613257,5375491.746666667,1,2,0,1,0,0,0,0,0,0
287292962,2360809808,4,284,1,1,0,0,0,0,37,0,18,0,0,0,0,0,1,0.1216925484233279,8283543.185964912,2,2,0,1,1,0,0,0,0,0
112576232,2201731095,21,59,0,0,0,3,0,0,37,1,18,0,0,0,0,0,1,0.051130781685612345,36695518.25,0,2,0,1,0,0,0,0,0,0
315228455,2423398178,12,243,1,1,0,3,0,0,40,0,19,0,0,0,0,0,0,0.13007703716690794,9931959.745901639,2,2,0,1,1,0,0,0,0,0
436710938,449714014,17,149,1,0,0,1,0,0,22,0,4,1,1,0,0,0,0,0.9710858977788361,2998093.4266666668,1,2,0,1,1,0,0,0,1,1
401939173,2122590732,1,10,0,0,1,0,0,0,56,0,4,0,1,0,0,0,0,0.18936254019723925,192962793.8181818,0,2,0,0,0,0,0,0,0,1
451055688,902346447,12,132,0,1,0,3,0,0,43,0,26,0,0,1,1,0,1,0.4998697440431438,6784559.7518796995,1,2,0,1,0,0,0,1,0,0
298273123,1648570894,13,62,0,1,0,2,0,0,48,1,25,0,1,0,0,0,0,0.18092829608034539,26167791.968253966,1,2,0,1,0,0,0,0,0,1
289623468,1692776362,9,262,1,1,0,3,0,0,46,0,19,0,0,0,0,0,1,0.171093757173404,6436412.022813688,2,2,0,1,1,0,0,0,0,0
81961168,1359997102,3,218,1,1,0,0,0,0,63,1,23,0,0,0,1,1,0,0.060265693080671215,6210032.429223744,2,2,0,0,1,1,0,0,0,0
351699419,2069530020,14,232,1,1,0,1,0,0,32,0,22,1,0,0,0,1,0,0.1699416850353581,8882103.090128755,2,2,0,1,1,0,0,0,1,0
290493729,1718853807,7,72,0,0,0,0,0,0,37,1,22,0,0,0,0,0,0,0.1690043258175683,23545942.561643835,0,2,0,0,0,0,0,0,0,0
191666779,2453545085,14,16,1,0,1,1,1,0,61,0,14,0,0,0,0,1,0,0.07811830322322433,144326181.47058824,1,2,0,1,1,0,0,0,0,0
216379556,646573231,13,38,1,1,0,3,0,0,48,0,8,0,0,0,0,0,0,0.3346559141192532,16578800.794871794,2,2,0,1,1,0,0,0,0,0
300453963,2163017000,20,177,1,1,0,1,0,0,31,1,6,0,0,0,0,0,0,0.13890503997938758,12151780.898876404,2,2,0,1,1,0,0,0,0,0
467014842,1182330074,8,83,1,1,0,1,1,0,58,1,4,0,0,0,0,0,0,0.3949953163459874,14075358.023809524,2,2,0,1,1,0,0,0,0,0
65247039,323190242,19,17,1,1,0,1,1,0,31,1,2,0,1,0,0,0,0,0.2018843093601684,17955013.444444444,2,1,0,1,1,0,0,0,0,1
171949876,1896574131,2,156,1,1,1,1,0,0,35,0,23,0,0,0,0,0,0,0.09066340887960608,12080090.006369427,2,2,0,1,1,0,0,0,0,0
90927527,2107369269,14,172,1,1,1,2,0,0,46,0,20,0,0,0,0,0,1,0.04314741051529142,12181325.25433526,2,2,0,1,1,0,0,0,0,0
21914501,2074720098,23,70,1,1,0,2,0,0,49,0,17,0,0,0,0,1,0,0.010562630116015471,29221409.830985915,2,2,0,1,1,0,0,0,0,0
398724455,2106685640,16,71,1,1,0,1,0,0,46,1,25,0,0,0,0,0,0,0.18926623281617555,29259522.777777776,2,2,0,1,1,0,0,0,0,0
111242449,1714361611,24,255,1,1,0,0,0,0,43,1,15,0,0,0,0,0,0,0.0648885557290465,6696725.04296875,2,2,0,0,1,0,0,0,0,0
236889826,1106994382,15,131,1,1,0,0,0,0,31,0,12,0,0,1,0,1,1,0.21399370189938896,8386321.075757576,2,2,0,1,1,0,0,1,0,0
141652629,1784496980,3,49,0,1,1,3,0,1,24,0,17,0,0,0,0,0,0,0.0793795845598015,35689939.6,1,2,0,1,0,0,0,0,0,0
454632907,1752386018,10,21,1,1,1,2,0,0,30,1,16,0,0,0,0,1,0,0.2594365066091069,79653909.9090909,2,2,0,1,1,0,0,0,0,0
319361052,2478483753,24,220,0,1,0,3,0,1,62,0,16,0,1,0,0,0,0,0.1288533973581979,11214858.61085973,1,2,0,1,0,0,0,0,0,1
351680217,1394149280,7,187,0,1,1,3,0,0,60,1,26,0,0,0,0,0,1,0.25225434735923374,7415687.659574468,1,2,0,1,0,0,0,0,0,0
356590498,950021746,2,32,1,0,1,2,0,0,53,0,11,0,0,0,0,0,0,0.37534982659717997,28788537.757575758,1,2,0,1,1,0,0,0,0,0
280668149,1156060534,18,203,0,1,1,1,0,0,24,0,9,1,0,0,0,0,1,0.24277980304898134,5666963.401960785,1,2,0,1,0,0,0,0,1,0
191170021,2055964094,13,276,1,1,0,0,0,0,56,1,19,0,0,0,0,0,0,0.09298315153699219,7422253.046931408,2,2,0,0,1,0,0,0,0,0
224893729,189803755,8,242,1,1,0,3,0,0,28,0,14,0,0,0,0,0,0,1.1848750190170103,781085.4115226337,2,2,0,1,1,0,0,0,0,0
15031115,192018432,2,16,1,1,0,0,0,0,42,0,20,1,0,1,0,0,0,0.07827954204792412,11295201.88235294,2,1,0,0,1,0,0,1,1,0
158323105,1329747100,3,173,0,1,0,1,0,0,41,0,14,0,0,0,0,0,1,0.11906256827402552,7642224.712643678,1,2,0,1,0,0,0,0,0,0
485191941,560056215,24,137,1,1,0,3,0,0,50,0,10,0,0,0,0,1,0,0.8663272134810124,4058378.3695652173,2,2,0,1,1,0,0,0,0,0
248277872,1255632015,3,179,1,1,1,0,0,0,50,0,9,0,0,1,0,1,0,0.19773139648901722,6975733.416666667,2,2,0,0,1,0,0,1,0,0
453865473,1695747094,10,61,1,0,0,2,0,0,36,1,13,0,0,0,0,0,0,0.26764927054172544,27350759.580645163,1,2,0,1,1,0,0,0,0,0
306556022,376334235,18,104,1,1,0,3,0,0,22,1,24,0,1,1,0,0,1,0.8145844642207891,3584135.5714285714,2,2,0,1,1,0,0,1,0,1
387530173,2114252398,15,195,1,1,1,1,0,0,43,0,12,0,0,1,0,0,0,0.1832941862491414,10787002.030612245,2,2,0,1,1,0,0,1,0,0
359028499,1773640037,22,256,1,1,0,3,0,0,54,0,22,0,0,0,0,0,1,0.20242466977958468,6901323.101167316,2,2,0,1,1,0,0,0,0,0
258409383,2308718082,21,76,1,1,0,3,1,0,50,0,15,0,0,0,0,1,0,0.11192764716609187,29983351.714285713,2,2,0,1,1,0,0,0,0,0
345737525,1856541518,16,271,1,1,1,0,0,0,48,1,15,0,0,1,0,0,1,0.18622665933494806,6825520.286764706,2,2,0,1,1,0,0,1,0,0
267662795,211940416,9,181,1,1,1,0,1,0,25,1,8,0,0,0,0,0,1,1.2629152985010876,1164507.7802197803,2,2,0,1,1,0,0,0,0,0
381353049,10282304,23,132,1,1,1,2,0,0,55,0,12,0,0,0,0,0,0,37.0882840958326,77310.55639097745,2,2,0,1,1,0,0,0,0,0
354972867,1051607455,16,151,0,1,1,1,0,0,29,0,13,0,0,0,0,0,0,0.3375526342787741,6918470.09868421,1,2,0,1,0,0,0,0,0,0
372326500,1919061849,15,155,0,1,1,2,1,0,58,1,14,0,0,0,0,0,0,0.19401485157969245,12301678.51923077,1,2,0,1,0,0,0,0,0,0
216149484,521028758,19,235,1,1,1,0,0,0,39,0,16,0,0,0,0,0,0,0.41485134988489186,2207748.974576271,2,2,0,0,1,0,0,0,0,0
42878076,2030970604,21,248,1,1,0,1,0,0,61,1,21,0,0,0,0,0,1,0.021112110581236108,8156508.449799197,2,2,0,1,1,0,0,0,0,0
279293886,488803882,5,165,1,1,1,2,0,0,27,1,0,0,0,0,0,1,0,0.5713822981230287,2944601.698795181,2,2,0,1,1,0,0,0,0,0
20878286,1765262387,6,205,1,1,1,3,0,0,46,0,15,0,0,0,1,0,1,0.011827298956759963,8569234.888349514,2,2,0,1,1,0,0,0,0,0
326232728,464389285,13,165,1,1,0,2,1,0,34,0,18,0,0,0,0,1,1,0.7024983948488424,2797525.813253012,2,2,0,1,1,0,0,0,0,0
195426262,1873855622,10,213,1,1,0,1,0,0,52,0,18,0,0,0,0,0,0,0.10429099211343029,8756334.682242991,2,2,0,1,1,0,0,0,0,0
153978735,766639839,11,254,1,0,0,3,0,0,59,0,1,0,0,0,0,0,0,0.20084885622432563,3006430.7411764706,1,2,0,1,1,0,0,0,0,0
148181257,161486005,13,157,1,1,1,0,1,0,50,0,24,0,0,0,0,1,0,0.9176105141890747,1022063.3227848101,2,2,0,0,1,0,0,0,0,0
415322205,342028499,4,177,1,1,0,3,0,0,30,0,3,1,0,0,0,0,0,1.2142912213455896,1921508.4213483145,2,2,0,1,1,0,0,0,1,0
204923197,1357429942,4,75,1,1,1,1,0,0,22,1,4,0,0,0,0,0,0,0.15096410540871646,17860920.289473683,2,2,0,1,1,0,0,0,0,0
323815704,1349291408,19,178,1,1,1,3,1,0,58,0,5,0,0,0,0,0,1,0.2399894506406066,7537940.826815642,2,2,0,1,1,0,0,0,0,0
308506326,1119753571,21,284,0,1,1,2,0,0,25,0,7,0,0,0,0,0,0,0.27551269646675436,3928959.898245614,1,2,0,1,0,0,0,0,0,0
26571311,454609073,22,133,1,1,0,2,0,0,26,1,25,0,0,0,1,0,1,0.058448703555793964,3392605.0223880596,2,1,0,1,1,0,0,0,0,0
5411499,408394727,14,125,0,1,1,3,0,0,48,0,7,0,1,0,0,0,0,0.013250658318978105,3241227.992063492,1,1,0,1,0,0,0,0,0,1
419166512,725334816,0,127,0,1,0,1,0,0,35,0,23,0,0,1,0,1,0,0.5778938252732462,5666678.25,1,2,0,0,0,0,0,1,0,0
218512431,408022803,24,225,1,1,0,1,0,0,49,1,26,0,0,1,0,0,1,0.5355397513517406,1805410.6327433628,2,2,0,1,1,0,0,1,0,0
171519531,1392349974,23,17,0,1,0,1,0,0,50,0,20,0,1,0,0,0,0,0.12318708232820559,77352776.33333333,1,2,0,1,0,0,0,0,0,1
456381735,1448471735,22,246,1,1,0,1,0,0,64,0,13,0,0,1,0,0,0,0.3150781086418106,5864258.036437247,2,2,0,1,1,0,0,1,0,0
195306099,160629646,8,137,1,1,0,2,0,1,64,0,6,0,0,1,0,0,1,1.2158782805517838,1163982.9420289856,2,2,0,1,1,0,0,1,0,0
429109410,1127665861,2,217,1,0,0,1,0,0,51,1,2,0,0,1,1,0,0,0.38052886449798373,5172779.178899082,1,2,0,1,1,1,0,1,0,0
224202031,1911918560,3,196,0,0,1,1,0,0,51,0,25,0,0,0,0,0,0,0.11726547122526731,9705170.35532995,0,2,0,1,0,0,0,0,0,0
32425149,523710198,15,201,1,1,0,3,0,0,55,0,27,0,0,0,0,0,1,0.06191429737651529,2592624.7425742573,2,2,0,1,1,0,0,0,0,0
471009164,486115154,6,207,1,1,1,3,0,0,46,1,11,0,0,0,0,1,1,0.9689250770221307,2337092.0865384615,2,2,0,1,1,0,0,0,0,0
104536059,2189589950,21,16,0,1,0,2,0,0,29,0,18,1,0,0,0,0,1,0.047742299398231026,128799408.8235294,1,2,0,1,0,0,0,0,1,0
426008850,1509361164,13,13,1,0,0,2,0,0,27,1,12,0,0,0,0,1,0,0.2822444752644739,107811511.71428572,1,2,0,1,1,0,0,0,0,0
117850887,1543549189,15,78,1,1,0,2,0,0,33,0,26,0,1,0,0,0,0,0.0763505871814814,19538597.329113923,2,2,0,1,1,0,0,0,0,1
86112533,2041851663,17,214,0,1,0,1,0,0,40,1,20,0,0,0,1,0,1,0.042173745780976574,9496984.479069768,1,2,0,1,0,0,0,0,0,0
481910387,207751767,15,119,1,1,0,3,0,0,48,1,0,0,0,0,0,0,0,2.3196451786634134,1731264.725,2,2,0,1,1,0,0,0,0,0
223442439,1561482710,15,181,1,0,0,3,0,0,50,1,6,0,0,0,0,0,0,0.14309632596373972,8579575.32967033,1,2,0,1,1,0,0,0,0,0
79985559,2419365423,1,137,0,1,0,1,0,0,61,0,5,0,0,0,0,0,1,0.03306055307170497,17531633.5,1,2,0,1,0,0,0,0,0,0
171714571,900144360,9,179,1,1,0,0,0,0,47,0,8,0,1,0,0,0,0,0.1907633691214114,5000802.0,2,2,0,0,1,0,0,0,0,1
