credit_score,annual_revenue,monthly_expenses,existing_loans,monthly_emi,gst_months,collateral_value,loan_amount,years_in_business,debt_to_income,loan_to_income,profit_estimate,loan_approved
700,3871013,217949,4,1869,12,100759,478770,9,0.0057938322604444885,0.12368080396526697,1255625,1
602,2749698,99517,2,53800,25,1359861,812234,19,0.234789420510907,0.29539025740281294,1555494,1
506,696184,141443,4,42971,8,1455806,1731813,11,0.7406834974661871,2.4875794330234537,-1001132,0
528,1234549,72634,4,27497,3,2014158,582559,9,0.2672749319792086,0.47188001448302175,362941,1
374,2544591,142416,4,95596,38,2420958,1645238,9,0.45081979775924697,0.6465628464456566,835599,1
734,4274463,287709,4,44311,30,770816,985504,10,0.12439738044287668,0.23055621255816228,821955,1
402,295287,246685,2,82199,4,740366,314076,8,3.3404382854646495,1.063629621351431,-2664933,0
721,3465302,92053,1,770,6,129717,829294,8,0.002666434267489529,0.23931362980773394,2360666,1
605,3077903,34287,0,87482,27,1557025,858552,11,0.3410711773567913,0.27894056440375153,2666459,1
397,1596167,153494,2,50105,39,1748147,942883,1,0.3766899077602782,0.5907170114405322,-245761,0
634,4241682,61633,2,29000,13,495766,1104396,13,0.08204292542439533,0.2603674674339095,3502086,1
734,3794909,33790,3,1559,23,1439639,1099415,8,0.0049297624791529914,0.28970786914785046,3389429,1
746,1591864,151059,0,92609,41,638061,126475,17,0.6981174271168894,0.07945088273872643,-220844,1
607,4358433,175091,1,52598,37,2193311,572064,12,0.14481718544256617,0.13125451280311065,2257341,1
548,1441165,194811,1,44327,4,2225458,622232,15,0.36909306012843773,0.43175625275384844,-896567,1
465,2653611,23668,3,93659,46,2807597,1634228,12,0.4235390944641095,0.6158506276918508,2369595,1
780,4883024,105058,3,6982,47,261984,1424970,7,0.017158219988269566,0.2918212157056775,3622328,1
634,1252666,24509,2,18824,58,2677353,1056737,11,0.18032580113134705,0.8435903904153222,958558,1
841,1666737,268553,1,98412,33,1867789,1193136,18,0.7085364997597101,0.7158513910712968,-1555899,1
405,2300895,138981,1,9147,27,1604880,523547,9,0.047704914826621814,0.22754058746705086,633123,1
380,1279500,280354,1,7078,46,2565497,844332,1,0.06638218053927315,0.6598921453692849,-2084748,1
432,3486996,95440,2,85280,7,2488975,396538,14,0.29347897158471076,0.11371908657193756,2341716,1
437,4262320,46921,1,85409,20,1362126,1769365,16,0.2404577788622159,0.4151178231573415,3699268,1
483,1878176,36683,4,65853,23,2370270,1006216,5,0.4207465115090386,0.5357410594108326,1437980,1
700,3676732,97952,3,98644,53,1585931,556175,2,0.32195112398728,0.15126884418010342,2501308,1
629,1158904,34833,3,37212,23,1867488,1259643,10,0.38531578111733156,1.086926095690411,740908,1
807,3037689,38290,3,83994,12,726402,1835792,4,0.33180750234800205,0.6043383638022194,2578209,1
368,429602,34003,3,45456,48,263242,165661,12,1.2697147592422755,0.38561505765801835,21566,0
845,3688271,256835,4,63803,14,139188,1896361,15,0.20758669848283925,0.5141598868412869,606251,1
352,3135137,91656,0,81577,56,1854596,615312,9,0.31224281426936046,0.19626319360206587,2035265,1
749,4549487,61253,1,22062,45,2105774,1015379,12,0.058192055499883835,0.22318538331904234,3814451,1
504,3983582,202097,3,45423,24,328474,1302313,10,0.13683062128506454,0.3269200935238687,1558418,1
425,3603171,244942,1,77716,50,872318,1809293,15,0.25882535133636453,0.5021390880421718,663867,1
342,4326315,222780,1,13384,44,2010547,217256,5,0.03712351042399825,0.05021733276472009,1652955,1
410,4968614,235080,4,12128,52,2914359,1918593,0,0.02929106587873399,0.3861424936612102,2147654,1
482,4004287,124791,1,12473,27,1194722,1641165,7,0.037378939121996003,0.409851991128508,2506795,1
394,3531838,227663,3,2366,38,231887,1472006,19,0.008038873810180421,0.4167818569254875,799882,1
673,788829,52716,1,27578,7,1662799,1282843,16,0.4195281867172733,1.6262624726017934,156237,1
819,3452696,289024,4,45649,30,1049155,422412,9,0.15865514948318646,0.12234265628946192,-15592,1
659,3222927,86064,3,15327,6,1733210,1307733,1,0.0570673800554589,0.40575942303378265,2190159,1
580,4862608,63093,4,67101,50,1510158,1556629,18,0.16559262025645496,0.32012224715625853,4105492,1
494,2180343,173916,2,58136,46,71705,203747,5,0.31996433588660134,0.09344722367077107,93351,1
494,4858455,173432,0,92512,38,748238,1509667,1,0.2284973309416265,0.31072985136221287,2777271,1
392,3536460,107941,1,36969,16,2502665,1451016,17,0.12544408815595257,0.4103018272509798,2241168,1
360,1445175,147668,1,77745,52,730721,1488490,13,0.6455550365872645,1.0299721487017144,-326841,0
350,3674484,144240,1,12929,56,304624,130080,5,0.042223071321034464,0.03540088894114112,1943604,1
702,338307,244400,2,10444,49,707993,838028,11,0.37045641976074983,2.4771228499558093,-2594493,1
304,1337333,63322,0,8756,50,900231,742772,19,0.07856831469798473,0.5554129001527668,577469,1
765,3186369,181661,4,3453,56,15183,115930,7,0.013004143587889538,0.03638310566039275,1006437,1
833,3599928,275919,2,48424,34,14879,734520,2,0.16141656166456664,0.20403741408161497,288900,1
704,3248558,103562,2,42262,55,257300,1579560,4,0.15611357408425522,0.4862341999126997,2005814,1
812,1796509,232301,3,47292,21,884831,1650104,16,0.31589265625721885,0.9185058354842642,-991103,1
532,3801817,254572,2,26326,6,667436,441585,19,0.08309500430978135,0.11615104041041428,746953,1
823,4350450,164922,2,89537,52,1762811,194662,4,0.24697307175119815,0.04474525623786045,2371386,1
645,1968494,59767,1,33025,9,2430639,445837,13,0.20132141627050934,0.2264863393030408,1251290,1
345,524377,27322,3,14788,27,33382,1844281,19,0.3384130120123499,3.517089803709926,196513,0
845,1403049,197652,4,58939,38,687290,956887,13,0.5040935847571967,0.6820054039452649,-968775,1
377,994203,246995,0,55373,57,1520457,1534672,8,0.6683504274277989,1.5436203672690587,-1969737,0
372,672650,25678,4,1046,42,259909,816753,7,0.018660521816695162,1.2142317698654574,364514,0
548,2661897,85265,3,6646,57,1973103,1914080,10,0.029960588257171482,0.7190661396740745,1638717,1
346,3831548,86918,1,51384,28,1748382,135516,17,0.16092921190077744,0.035368472481618396,2788532,1
420,3740886,190954,0,59938,34,2486402,1788072,8,0.19226889031101188,0.4779808847422776,1449438,1
513,4021476,152777,4,53229,58,1353825,825385,1,0.15883421907777145,0.20524429338879555,2188152,1
538,3208808,222605,0,93696,52,523808,573967,1,0.35039553628637177,0.17887234138035057,537548,1
355,4975634,144559,0,58984,21,175049,1048618,5,0.1422548362681017,0.21075062996996966,3240926,0
649,1040172,49402,0,26287,8,698092,907007,5,0.30326138369423516,0.8719779036543956,447348,0
406,1819888,284848,2,81968,35,5634,1124084,10,0.5404816120552474,0.6176665816797517,-1598288,0
347,1927386,79092,3,90279,7,2385538,1395395,9,0.5620814927575483,0.7239831564616532,978282,0
636,472201,287869,3,20125,29,1883497,127575,12,0.5114347491851987,0.27017096533044194,-2982227,1
325,995415,84105,1,34836,29,2743226,1099839,18,0.4199575051611639,1.1049049893762903,-13845,1
556,4938587,176295,4,57735,55,1567413,260338,1,0.14028709021426575,0.0527150782197418,2823047,1
307,4508891,178456,1,71359,57,2366344,1875559,19,0.18991543596862287,0.415969026530027,2367419,1
552,3044140,82993,4,26025,30,2070041,1704258,13,0.10259055102590552,0.5598487585984876,2048224,1
602,670897,249500,0,32996,21,2189980,997749,0,0.5901829938127611,1.4871865576981265,-2323103,0
355,1287462,50027,4,36020,43,2728457,474659,11,0.3357302972825606,0.3686780658380597,687138,1
825,4489453,107017,4,98655,30,66458,1382268,17,0.26369804962876325,0.3078922977921809,3205249,1
773,3872689,38354,0,20421,39,2912190,1840605,15,0.06327696337092908,0.4752782885483446,3412441,1
327,1152394,235754,1,24809,46,1953900,1641438,4,0.2583387279003535,1.4243722199178406,-1676654,0
377,3855694,172973,4,57609,27,2388625,997502,18,0.179295348645406,0.2587088083234821,1780018,1
515,596904,245335,1,17241,45,1044689,291606,13,0.34660849985927383,0.48853081902617507,-2347116,1
685,3198163,298659,1,47417,4,1743189,214251,10,0.17791588483763962,0.06699189503474338,-385745,1
664,4365666,118698,3,9068,16,2858640,1995492,16,0.024925406570269003,0.4570876471081388,2941290,1
825,4939233,23573,0,64729,51,1387568,1396828,14,0.15726085406377874,0.2828026132802401,4656357,1
611,625716,63915,0,26834,10,1517016,530398,15,0.5146232476075407,0.8476657141578607,-141264,1
306,760085,287204,2,69730,21,1929988,768988,13,1.100876875612596,1.0117131636593275,-2686363,0
302,3653822,200166,1,91756,46,2974024,902658,16,0.30134801312160253,0.24704487520191187,1251830,1
662,1875203,149471,2,79235,24,858667,1243076,3,0.5070491034837294,0.6629020964663559,81551,0
807,4797158,75421,0,51544,12,2135275,111005,13,0.12893634105860177,0.023139742322433408,3892106,1
573,381136,65610,0,68860,35,1585047,104611,3,2.168045002308887,0.27447157969858527,-406184,0
805,3599029,30933,2,43911,53,263608,641751,2,0.14640948989296834,0.17831226144607337,3227833,1
314,2691807,92168,0,61963,44,2223224,767178,3,0.27622931361720954,0.2850048313270602,1585791,1
491,3209198,25589,0,39029,57,1673202,492468,5,0.1459392658228006,0.15345516231781273,2902130,1
784,2007853,31612,3,86871,44,855558,1009881,3,0.5191874106321529,0.5029656055498086,1628509,1
327,1122879,67611,4,26832,10,1899539,1464729,6,0.28674861672539964,1.304440638750925,311547,0
338,4126365,38888,3,1432,4,1464683,948015,6,0.00416444013072038,0.2297457932102468,3659709,1
572,2796496,212395,4,480,56,958952,206804,17,0.0020597204501633473,0.07395111596798279,247756,1
530,1949033,228623,3,68506,57,2596039,692696,11,0.4217845464904904,0.35540496235825664,-794443,1
385,3193518,234463,3,34433,13,446205,1588222,15,0.1293858371864508,0.4973267725436337,379962,1
773,1826140,294035,1,52406,21,525714,1731397,5,0.34437228251941254,0.9481184356073467,-1702280,1
425,4663376,244370,2,14265,2,441588,307738,4,0.036707312470622144,0.06599038979486106,1730936,0
836,1205520,201366,3,74144,49,458210,900287,9,0.7380449930320525,0.7468038688698653,-1210872,1
444,4187469,48557,1,72786,34,2786879,539407,16,0.20858232025120663,0.12881456555260468,3604785,1
824,4600023,267368,3,944,31,2803498,1982336,2,0.0024625963826702606,0.4309404539933822,1391607,1
511,4510500,284336,2,34820,37,670507,1684914,8,0.09263717991353508,0.3735537080146325,1098468,1
324,1257980,196104,1,10542,57,2273944,1956339,9,0.10056121718946247,1.5551431660280768,-1095268,1
693,1675431,200923,4,58323,39,2106384,437711,9,0.4177289306453086,0.26125277615133063,-735645,1
366,2750966,69884,2,73239,23,2124440,1189689,5,0.31947614038123334,0.4324622696172908,1912358,1
532,2232479,248917,0,91768,27,2444130,1484557,3,0.493270485411061,0.6649813951217458,-754525,1
408,3983203,61472,1,59998,20,1556666,714737,10,0.1807530271492565,0.17943775398843595,3245539,1
445,1096881,55455,0,99755,48,86977,482892,19,1.0913307824640959,0.4402410106474631,431421,0
410,1800548,48672,1,76739,32,477967,231578,8,0.511437628988508,0.12861528823447083,1216484,0
527,1841455,23756,4,43743,27,1210676,1257292,11,0.2850550244236215,0.6827709610063781,1556383,1
410,464826,255437,1,29922,38,2822605,1856153,9,0.7724696983387332,3.9932211193005553,-2600418,0
769,2204126,239526,3,13965,49,904666,355758,5,0.07603013620818411,0.1614054731898267,-670186,1
333,3064621,90030,0,20387,35,2003596,1287811,12,0.07982846818578872,0.42021868283223274,1984261,1
668,3891848,78151,0,34354,9,164021,1381169,4,0.10592602794353737,0.35488770373354767,2954036,1
724,1845589,54047,1,49541,36,609449,1677758,3,0.32211505378499766,0.9090637189536782,1197025,1
817,2425283,213463,3,3728,39,406797,274478,2,0.01844568242139165,0.11317359664830867,-136273,1
581,1294096,287308,3,58193,57,549840,1785605,4,0.5396168444999444,1.3798087622556596,-2153600,0
619,525063,104688,1,89927,24,780594,592508,17,2.055227658395278,1.1284512525163648,-731193,0
742,2885882,174684,2,25394,44,1787301,818825,2,0.10559267496037607,0.28373474729736003,789674,1
614,4131041,98066,4,77835,16,318435,869550,4,0.22609797385211136,0.21049173803891078,2954249,1
676,1951434,219948,1,6480,56,2965409,1989528,8,0.03984761975039894,1.0195210291508705,-687942,1
588,3717559,211644,3,51806,52,2458908,1205472,5,0.16722585976443144,0.32426438961695025,1177831,1
736,4916789,128115,4,94066,3,2766702,1192968,14,0.2295791013199875,0.24263152232076665,3379409,1
576,2114461,53043,1,47232,9,1188219,458394,17,0.26805129061259586,0.21678999991014258,1477945,1
802,2748105,141886,4,69642,52,2311999,1977974,7,0.3041019175031522,0.7197592522847562,1045473,1
815,3636262,97831,2,84239,24,2421526,935757,11,0.27799647000133654,0.25734036766327617,2462290,1
649,4928839,236855,3,97636,31,2325270,1650154,5,0.23770952956669916,0.3347956790635685,2086579,1
745,1963655,86250,2,76656,7,1831415,879621,7,0.4684488874063927,0.447950887503151,928655,1
649,1676470,210496,2,38920,41,2798351,352815,14,0.2785853609071442,0.21045112647407946,-849482,1
436,4875322,86345,3,84854,44,2826795,527446,15,0.20885758930384496,0.10818690539824857,3839182,1
542,716456,203950,2,91258,11,2871867,1305277,4,1.5284902352691583,1.821852284020233,-1730944,0
842,1135510,262591,1,96536,20,2416704,1729660,10,1.0201865241169166,1.5232450616903417,-2015582,1
339,4947262,105898,1,68041,44,989074,602312,16,0.1650391671191055,0.1217465337392683,3676486,1
528,1742549,258429,4,88999,26,155308,1636066,12,0.6128883606716368,0.9388923926959873,-1358599,0
847,3282207,110034,1,80322,29,2602081,1980551,19,0.2936633795491875,0.6034205033381502,1961799,1
522,3355964,113923,1,73334,9,1977472,412080,15,0.26222212157222186,0.12279035174394004,1988888,1
305,2332720,30273,4,64918,20,1894486,1907477,17,0.33395178161116634,0.817705082478823,1969444,1
621,4323546,72460,0,24253,0,2397784,750056,12,0.06731419071290094,0.17348167453289498,3454026,1
767,3977343,281940,3,9003,8,929758,883056,2,0.027162857213974254,0.22202158576718176,594063,1
374,4650049,96939,1,81975,2,331607,1629188,2,0.2115461579007017,0.35035931879427507,3486781,0
303,2669484,170111,4,74435,48,2715017,845719,5,0.33460399088363146,0.31680991532445973,628152,1
417,2782271,34017,2,14714,52,2623937,949855,14,0.06346182668762317,0.3413955721782673,2374067,1
803,4672800,102901,2,15861,41,2294500,1606398,18,0.04073189522342065,0.343776322547509,3437988,1
740,1898585,133000,1,86038,18,934358,836569,2,0.5438028847799808,0.44062762531042854,302585,1
493,4653595,294727,3,93960,5,2502275,1314046,2,0.24229010044922258,0.28237223050136506,1116871,1
691,4833170,195326,4,3316,6,2913020,1552490,2,0.00823310580840318,0.3212156824609935,2489258,1
325,4797866,77943,4,78595,42,1859693,1935733,17,0.1965748939215893,0.4034570786262059,3862550,1
734,2977668,160586,4,36257,15,1486632,139917,7,0.14611568516033352,0.046988784511906634,1050636,1
472,2353056,189488,4,20710,35,2471223,451362,15,0.1056158459467178,0.1918194892089266,79200,1
599,2180115,21511,4,54433,3,1635755,1191959,2,0.29961538726168113,0.5467413416264738,1921983,0
625,1108573,102151,3,80737,17,329239,1440285,10,0.8739559776397224,1.2992243181098584,-117239,0
709,722247,202966,4,17577,31,2581596,1339920,15,0.2920385962143145,1.8552101981732012,-1713345,1
417,546300,44225,3,70530,31,2581531,644155,1,1.5492586490939044,1.1791231923851364,15600,0
524,4660624,49152,3,7506,17,277821,524415,0,0.01932616748315247,0.11252034062391646,4070800,1
831,824747,86107,3,57121,38,1159433,1806627,7,0.8311057815305785,2.1905226693761843,-208537,1
412,1434498,144387,2,67033,42,2823039,156231,11,0.5607508689450944,0.10890987648640849,-298146,1
439,3483629,177260,0,9442,36,2997217,1519365,18,0.032524703405557825,0.43614431961612443,1356509,1
300,693406,261608,1,58216,52,2017182,1523306,17,1.007479023833079,2.1968457152086946,-2445890,0
389,2008711,62530,2,2410,27,392254,1939160,17,0.014397292592115044,0.9653753078466738,1258351,1
619,2518890,61999,0,26154,49,1774166,734048,10,0.12459773948048546,0.29141725124955836,1774902,1
849,1104890,26609,2,74202,38,1760145,170062,17,0.805893799382744,0.15391758455592863,785582,1
438,2775228,209841,3,97188,1,2232986,1098142,5,0.4202379047775534,0.3956943357446667,257136,0
810,4250338,198469,3,21515,59,1288072,577647,0,0.06074340440689658,0.13590613264168638,1868710,1
558,442726,287295,4,52718,36,804883,1234753,8,1.4289108839327258,2.7889778327904846,-3004814,0
309,921202,26406,3,63446,36,12027,1724095,19,0.8264767119480853,1.8715710560767345,604330,0
560,3774787,67062,2,85968,50,2566004,797515,15,0.27329118172760475,0.21127417255596143,2970043,1
471,906168,231501,1,39695,1,2760660,973453,4,0.5256641152633948,1.0742522357885071,-1871844,0
312,665996,184028,3,15421,18,238939,1945344,18,0.27785752466981783,2.9209544802070884,-1542340,0
467,1598962,131377,0,21008,58,2271298,436010,16,0.15766228340635988,0.2726831531956357,22438,1
620,4179062,223753,2,88601,4,490697,1408963,7,0.25441402879402125,0.3371481447272139,1494026,1
618,1543763,255303,0,95788,43,2763664,1111852,18,0.7445806124385673,0.7202219511673748,-1519873,1
628,1059299,249975,4,38785,12,619156,584664,17,0.43936603357503407,0.5519348172706667,-1940401,1
849,2636385,33133,4,55952,21,214984,381555,11,0.25467600521168193,0.1447265858362872,2238789,1
718,1738668,294353,1,63552,51,822431,1862968,15,0.43862543050197045,1.0714915095924007,-1793568,1
394,1179581,263693,2,7005,6,1162031,878437,13,0.07126259239509622,0.7447025681152883,-1984735,1
617,4012661,271061,1,53737,1,281041,658500,3,0.16070233692803854,0.16410556486082428,759929,1
535,3169554,269336,0,31811,53,147131,1261049,7,0.12043713405734686,0.3978632324926472,-62478,1
633,1535184,243573,1,97887,13,1328965,1072931,11,0.7651486727323891,0.6988940739351114,-1387692,0
675,1684632,263733,0,92731,24,1791801,372748,10,0.6605430740957076,0.22126375374562515,-1480164,1
758,2939963,40645,1,74722,25,1729733,301241,12,0.304991593431618,0.10246421468569503,2452223,1
436,1793526,32521,4,49920,4,2446544,1635441,7,0.3340012913110822,0.9118579825438828,1403274,0
846,4979313,120131,2,25120,19,669108,1125292,17,0.060538471873529544,0.22599342519741178,3537741,1
812,4862543,172158,1,70610,56,1116425,1760999,12,0.17425450016585972,0.36215597476464473,2796647,1
595,2009875,299067,0,9123,53,1884929,874066,3,0.0544690590210834,0.43488575160146775,-1578929,1
619,1066572,101761,2,24666,11,1252320,288718,0,0.277517129645256,0.2706971493720068,-154560,1
648,3297619,289346,4,86253,35,2493930,360476,9,0.3138737373844583,0.10931402323919168,-174533,1
528,385846,188278,4,47565,30,501144,697408,5,1.4792948482036874,1.8074775946880361,-1873490,0
569,3618258,130443,3,19352,16,2729893,1265290,10,0.06418116121072627,0.34969590338776285,2052942,1
590,801516,31218,2,31626,15,2271488,1975151,6,0.4734927312742353,2.4642689603201933,426900,0
464,3336676,203761,1,93189,56,2192217,1370953,9,0.335144317278633,0.41087387567747063,891544,1
304,3492025,117148,4,96825,9,1492200,1455494,11,0.3327295766782884,0.41680514887493647,2086249,0
678,3755637,288860,1,2659,34,1089608,1917471,5,0.008496028769553608,0.5105581290204565,289317,1
377,3680069,276448,1,633,53,1389580,802750,5,0.0020640917330626138,0.21813449693470421,362693,1
709,4437325,298232,0,15716,32,1963512,1849159,3,0.04250128174068837,0.4167283216802916,858541,1
431,4775363,51001,1,91336,37,2430460,268150,1,0.22951804920379876,0.05615279927410754,4163351,1
341,2446485,286430,3,17632,34,2811095,1186579,6,0.08648489567685884,0.48501380552098217,-990675,1
388,620594,155811,2,17366,50,133314,468783,6,0.33579441631727025,0.755377912129347,-1249138,0
701,3200758,50158,2,35278,26,2911543,1860567,1,0.1322611706352058,0.5812894945509782,2598862,1
595,1129441,25605,0,85770,6,795026,1998825,9,0.9112826610686171,1.7697471581074178,822181,0
594,3412058,76492,3,20377,26,2033451,1168579,13,0.07166466689604925,0.342485092574628,2494154,1
825,902726,23321,3,99293,40,2566685,417675,4,1.3199088095391072,0.46268192120311147,622874,1
721,1058754,195613,2,67152,53,1024803,364031,19,0.7611059792926402,0.34382963370150194,-1288602,1
322,2866753,250592,3,96686,11,1021876,1423476,7,0.40471990436567085,0.4965464412176424,-140351,0
442,2531881,294314,4,56173,45,520297,1597783,19,0.26623526145186127,0.6310655990546159,-999887,1
444,1537752,76045,1,8616,32,12409,1330812,17,0.06723580915518237,0.865426934902377,625212,1
524,1733755,239300,1,9622,56,2378682,1672081,4,0.06659764499597694,0.9644274998485945,-1137845,1
802,1241431,272985,2,83555,12,1112771,166863,3,0.8076647030725026,0.13441181990783216,-2034389,1
403,4193870,174886,2,45160,52,547798,1825932,18,0.12921716696034927,0.43538116346000233,2095238,1
338,3694029,274599,3,39163,1,2386634,1174895,10,0.1272204414204653,0.3180524570868285,398841,1
497,642037,121101,0,96900,2,2607875,1704153,4,1.811110574624204,2.654290952079086,-811175,0
690,4422669,282962,2,82097,10,265268,1790382,15,0.2227532740976094,0.4048193522960909,1027125,1
478,3877264,28434,2,79112,4,2231419,1337959,8,0.24484894502927837,0.34507812725674597,3536056,1
747,3350097,207225,2,70787,59,1553495,1842734,5,0.25355803130476523,0.5500539238117583,863397,1
799,2754131,50571,3,46278,1,1481555,1072948,7,0.20163746749882266,0.3895776925643697,2147279,1
314,2063613,138792,4,93888,45,1520172,1360095,0,0.5459628331474943,0.6590843341266023,398109,0
588,2084624,65485,2,99023,27,1452944,1532020,0,0.5700193416174811,0.7349143058892155,1298804,0
777,2663015,163141,4,23419,12,2864703,665382,4,0.10553001015765964,0.24986040258879502,705323,1
530,1805919,77198,3,94616,45,907276,1284563,17,0.6287059386384439,0.7113070962761896,879543,1
719,4069819,118316,0,27577,59,1524146,546482,3,0.0813117241823285,0.13427673319132866,2650027,1
456,2257067,92928,1,80133,34,2960435,1276444,15,0.4260378624117051,0.5655321707330797,1141931,1
849,469594,72290,1,35557,39,8078,1233141,19,0.9086231936523891,2.6259726487135695,-397886,1
740,2770419,142664,1,90765,12,1873795,590157,18,0.39314630747190227,0.21302084630519788,1058451,1
396,250272,274628,1,22645,53,1704785,262341,6,1.0857786728039893,1.0482235327963176,-3045264,0
710,1253886,31766,3,44516,11,2646122,628524,14,0.42602916054569556,0.5012608801757098,872694,1
588,686160,33292,1,15306,17,1244680,1326713,17,0.2676810073452256,1.9335329952197737,286656,1
553,4376432,237295,3,27968,17,2148975,1571787,8,0.07668712777897611,0.3591480457139515,1528892,1
495,940176,198703,0,78131,16,1138807,1456181,6,0.9972303058150814,1.5488387280679363,-1444260,0
821,4476945,276817,2,25065,38,2103362,1160550,0,0.0671842070876457,0.25922811202728646,1155141,1
816,1788321,92944,2,25920,21,899153,1046675,12,0.17392850612390057,0.5852836263735649,672993,1
417,2339463,54533,2,32636,12,434128,1516834,3,0.16740251929609487,0.6483684503666012,1685067,0
458,4267212,144433,3,98911,44,1028809,146818,1,0.2781516362439926,0.03440607122402168,2534016,1
527,1692669,55059,3,80608,37,780132,123918,9,0.5714619928645234,0.07320864268206011,1031961,1
515,559571,155938,3,36359,52,1603447,792879,4,0.7797187488272266,1.4169408350325516,-1311685,0
314,2690390,80661,0,38413,18,1054364,1522764,2,0.17133426752255249,0.5660012117202339,1722458,0
456,987560,201808,4,69655,23,819118,1431855,4,0.846389080157155,1.4498916521527805,-1434136,0
560,2346081,54075,3,70847,18,310899,1611105,10,0.36237623509162725,0.6867218139527151,1697181,0
456,2743250,111931,3,8944,20,1232516,393221,17,0.03912439624532944,0.14334129226282694,1400078,1
346,3647822,233023,2,3048,23,172791,419312,19,0.01002680503599134,0.11494859124156825,851546,1
623,283576,248594,1,37212,29,657006,660805,1,1.5746889722684572,2.3302571444692077,-2699552,0
429,2317709,44104,1,69656,27,2143167,734903,15,0.3606457928928955,0.31708165261471566,1788461,1
710,2843265,89222,0,77189,47,1156666,1593973,17,0.325776176332491,0.5606135903617848,1772601,1
394,4430384,261955,1,16000,34,2848546,317521,5,0.043337101253525655,0.07166895691208708,1286924,1
591,4374865,240758,4,99318,45,948996,1118070,14,0.2724234919248937,0.25556674320236167,1485769,1
582,4128831,28769,2,45654,52,2966065,477195,11,0.1326884050231167,0.1155762975040635,3783603,1
368,2177247,115369,0,75496,58,907579,577650,3,0.4160997810537803,0.26531211203873517,792819,0
310,4888148,70375,1,86816,37,2885390,941963,11,0.21312611647601504,0.19270345333242775,4043648,1
553,1815271,32268,1,88973,16,2849242,1821466,10,0.5881634202276134,1.003412713583812,1428055,1
849,3466011,161916,2,25534,47,1901419,358615,8,0.08840364326599079,0.1034662036560184,1523019,1
433,4407642,211835,0,99895,33,1251698,182517,0,0.2719685491698282,0.04140921608424641,1865622,1
322,800577,162305,2,44221,54,2319974,1421424,17,0.6628369288650561,1.775499421042573,-1147083,1
645,378982,268339,0,13339,8,1091092,230881,5,0.42236306737523155,0.6092136301987957,-2841086,0
601,4263189,191398,1,35306,12,2707713,336621,11,0.0993791267522974,0.0789599053666164,1966413,1
662,3218110,98807,2,80359,13,2339538,1796347,2,0.2996504159273611,0.5581993778957214,2032426,1
695,3694412,190585,2,58134,25,1771948,1731564,0,0.18882788384186713,0.4686981311234372,1407392,1
517,4324029,202833,4,12459,51,847347,437143,6,0.03457608633059584,0.10109622299017884,1890033,1
440,3840503,159322,2,71717,20,2465361,627973,17,0.22408627203259573,0.16351321688851694,1928639,1
509,4838157,80503,0,12208,43,472073,842736,11,0.030279298501474837,0.174185335449015,3872121,1
759,1026395,258026,4,53546,19,197284,1249000,19,0.6260279911729889,1.216880440765982,-2069917,1
655,799223,41310,2,97545,10,2415254,254429,15,1.4645974903124659,0.31834544301152495,303503,1
623,4059880,274740,2,57991,50,2018988,1882503,19,0.1714070366611821,0.46368439461264865,763000,1
432,3097270,280199,4,78571,41,1377856,124077,6,0.30441388706828915,0.040060117458277776,-265118,1
426,1312104,266501,1,5876,49,2610937,1535329,16,0.05373964258930695,1.170127520379482,-1885908,1
405,1872675,52206,2,67011,34,554495,1066889,3,0.42940285954583685,0.5697139119174442,1246203,0
677,708907,29764,3,79316,47,1705276,1698651,9,1.3426189895148446,2.396154925822428,351739,0
350,3630659,206668,1,26636,30,2384501,166836,5,0.08803691010364785,0.04595198833049317,1150643,1
328,1132280,260269,2,89657,17,1110149,1658946,1,0.9501925318825732,1.4651375984738757,-1990948,0
761,577757,254099,1,30978,13,378897,1799357,3,0.6434123688678804,3.114383728799478,-2471431,0
595,3009939,240651,0,58467,55,1504602,763974,17,0.2330957537677674,0.25381710393466445,122127,1
596,4130157,154048,1,25191,48,433918,708280,0,0.0731914065252241,0.1714898489331035,2281581,1
706,3450615,158498,4,91396,4,98471,1117259,0,0.3178424715594177,0.3237854701263398,1548639,0
704,3406814,46710,2,26901,16,2420652,1629018,15,0.09475480610329769,0.47816464297728023,2846294,1
645,3185815,157558,1,11329,20,73744,1047942,12,0.04267291101335137,0.3289400043630908,1295119,1
719,3601222,190330,3,20056,13,1310681,978946,13,0.06683064804113714,0.2718371708270137,1317262,1
481,2806041,267704,0,83543,2,1852922,951077,10,0.35727061721478764,0.33893909604314404,-406407,1
300,3933324,275223,0,28025,30,2098649,1098530,19,0.08550020288183735,0.27928795085276475,630648,1
670,2575093,134162,1,10895,24,1499862,1676867,7,0.05077098186356765,0.6511869668396443,965149,1
730,4365767,180229,4,9332,46,1947953,1400591,9,0.02565047562089319,0.32081212762843275,2203019,1
608,3613174,25521,0,80076,43,1315155,1863182,15,0.26594678252417403,0.5156635135755986,3306922,1
436,2753540,295035,1,4682,16,227478,1153312,6,0.020404279581920003,0.41884701148339953,-786880,0
501,4956651,102331,1,74831,25,1276972,391392,4,0.18116506487949222,0.07896299335983106,3728679,1
735,4526284,42474,0,613,16,1572826,1685177,9,0.0016251742047118563,0.37230916133410985,4016596,1
612,3819603,177579,1,60391,55,1315022,1935537,17,0.1897296656223173,0.5067377421161309,1688655,1
